stunting,wasting,underweight,overweight,stunting_avg,wasting_avg,underweight_avg,undernourishment_pct
44.54029,11.702217,28.087315,4.113984,43.566933,2.9171505,27.343803,20.788738
29.571432,6.0550175,3.6481285,10.501349,29.132807,2.689467,4.2334385,20.788683
44.54029,1.9947834,28.060541,1.935091,43.567375,2.5452766,25.36654,20.788738
16.32026,11.6456375,24.689907,2.2477424,31.33414,11.293253,26.842194,20.788654
13.761314,1.9947863,5.9867954,1.9350944,14.681453,2.5453181,4.476639,3.9256387
44.54029,11.791021,28.091393,1.9367561,43.567253,11.40834,27.43594,20.74385
13.739369,4.2903013,5.2961864,10.501349,14.658733,2.8897061,4.1922827,6.3490086
17.720974,4.308977,15.722842,10.501349,14.712095,2.8366628,4.2086496,3.2725248
31.219479,2.0532885,21.102478,10.501349,17.139574,2.74335,5.212632,4.1892347
22.615303,11.791021,28.091301,1.9359632,15.4743805,11.40834,27.43574,20.788738
43.44813,7.2670827,27.236942,9.297042,43.56712,11.402992,27.41954,5.1937585
27.161343,2.1194868,11.964261,1.9352808,43.56274,11.213522,27.058842,4.892264
44.52603,11.761147,28.08928,1.9351172,43.56728,11.408338,27.435827,19.551285
43.780502,11.755531,27.053028,10.49058,43.509335,11.254414,27.170853,4.9450097
44.54029,11.791021,28.091393,1.9394855,43.567375,11.40834,27.43594,18.544956
13.739369,6.9846535,6.6141233,1.9354692,14.658733,8.262683,4.7595997,10.42851
16.30028,11.6771965,14.818593,10.501349,14.659112,9.948248,4.1925793,2.9243832
44.54029,11.791021,28.091393,1.9677186,43.567375,11.40834,27.43594,7.258634
13.739369,2.6114426,3.6213608,10.501349,14.658733,4.705075,4.192271,4.0162024
18.763027,2.0432024,4.8224487,10.501347,30.120634,5.4053383,13.191377,20.788677
44.50704,11.791021,28.091393,1.9490724,43.083412,11.40834,27.43594,20.769184
44.54029,11.791021,28.091393,1.9350991,43.567375,11.40834,27.43594,9.05065
16.828465,11.436544,24.586079,2.124771,43.191856,11.40644,27.389072,20.78854
14.298347,1.9948049,8.252348,1.9724746,14.671178,2.5451427,4.635193,20.78866
44.539757,11.791021,28.091393,10.486816,42.764755,11.40834,27.43594,7.107087
44.54027,11.791021,28.091393,1.9354644,43.567375,11.40834,27.43594,5.3422713
14.028865,11.766467,26.604435,1.970861,35.711853,11.394766,27.325668,6.4409943
14.248613,7.8950987,9.316481,10.501307,23.071556,8.231679,12.594385,7.014801
43.497955,11.790475,28.07254,10.501349,43.51197,11.408192,27.419418,4.247396
44.54029,11.791021,28.091393,1.935091,43.567375,11.40834,27.43594,4.315401
13.746486,2.1169434,6.6591635,10.461325,14.79259,3.1178935,7.3778896,10.591468
28.005798,6.9007177,3.693347,10.501349,41.12602,8.248332,5.2324677,13.8775015
43.52485,1.9961858,6.262759,1.9365392,36.99523,2.5454154,4.380144,3.2859306
44.472748,2.1619968,20.75552,10.501349,14.697888,2.5452085,4.1923056,2.8628235
44.54029,11.791021,28.091393,10.424819,43.567375,11.40834,27.43594,20.788357
44.540264,1.9947834,4.8705883,1.9810209,43.433613,2.5451417,4.277322,20.788738
32.689632,1.9947867,10.768858,6.562844,17.75045,2.5451732,9.219018,20.788294
22.943739,1.9947834,7.4914684,3.961938,23.267048,2.545412,6.7873363,20.786888
13.742744,7.6281776,6.882654,10.501349,14.666757,5.392299,4.364897,5.880282
13.739676,10.217001,5.6278925,10.501349,14.658765,5.5658216,4.1983232,7.5178785
13.740237,3.5932467,6.135974,10.471996,14.674711,3.5050926,5.372859,6.904474
44.54029,11.791021,28.091393,1.9374442,43.567375,11.40834,27.43594,16.950886
25.990017,5.043991,5.007839,10.501347,43.269775,10.396998,12.497348,6.5481434
44.54029,11.791021,28.091393,1.935091,43.56656,11.40834,27.43594,11.867723
15.858909,1.996449,4.1545897,1.935101,43.531544,6.3844066,19.112175,20.516209
13.739369,2.1464858,4.830386,10.501349,14.658733,2.595828,4.1923456,4.832645
44.54029,11.791021,28.091393,2.0989628,43.567375,11.40834,27.43594,20.788738
15.627156,1.9948936,9.412629,5.43898,16.554413,2.5484314,15.776978,20.788723
13.739369,8.752338,3.654582,10.501349,14.658733,2.7901392,4.192271,2.9352732
44.54029,11.791019,28.091393,1.9468951,43.567375,11.408318,27.43594,20.665428
38.685287,11.790818,4.595585,10.501349,14.801343,6.913426,4.2119827,20.78842
44.54029,11.791021,28.091393,10.501298,43.567375,11.40834,27.43594,3.4210157
13.73957,4.8734927,4.7050095,1.9440188,15.013539,8.80075,13.894823,6.9054327
43.007435,11.0121975,17.221844,10.501349,43.466354,10.908328,18.160728,3.611744
44.02951,9.532207,21.801308,10.501349,41.34929,10.548336,6.8146915,3.3509264
43.912872,11.789946,28.089497,1.9351621,43.23353,11.408229,27.43164,7.360631
14.150401,6.8458343,7.8544273,10.501349,14.671334,4.036705,4.218169,4.0765257
44.540024,5.1535363,25.767769,10.458912,43.564114,2.5971785,25.82873,19.372753
14.744704,11.791021,28.091291,8.455638,14.755907,11.40834,27.435263,20.788658
44.54029,11.791021,28.091393,1.9358897,43.567375,11.40834,27.43594,9.474612
13.740861,11.789064,28.077673,1.935091,15.036154,11.408314,27.421997,10.030003
14.777015,2.0980825,5.13299,2.3336513,43.39772,7.9787517,24.258732,4.2709923
44.54026,11.791021,28.091393,1.9354506,43.567066,11.40834,27.43594,6.2368636
42.71323,5.2914147,9.551889,10.501349,39.691933,9.516695,5.3804417,3.2803593
44.54029,11.791021,28.091393,2.1675725,43.567375,11.40834,27.43594,20.788738
44.390118,10.666351,18.577177,10.501349,42.810516,10.325088,4.8510323,3.1563168
13.8798065,8.262672,13.18202,10.501349,14.79933,7.720527,5.30595,6.6335526
13.739369,1.9949026,3.6133528,3.5820262,14.658733,2.5451417,4.192271,3.8188353
13.741294,2.277268,4.39756,1.9351144,35.86591,9.382071,22.45493,5.2814
13.739378,3.1567628,5.5461454,2.0195618,14.6598835,5.459095,5.9578505,7.1349726
44.53683,11.786928,18.658081,10.501349,40.92553,11.129116,4.203125,3.2931175
44.54029,11.791021,28.091393,9.413816,43.567375,11.40834,27.43594,20.788738
13.739369,6.2669983,9.653674,10.499392,14.658733,4.8679056,4.2248497,7.58174
13.739369,1.9997282,3.5731564,10.501336,14.658733,2.5451765,4.192271,7.127556
43.997574,9.398446,13.44202,10.501349,43.43713,9.665613,8.662731,3.2007513
44.494225,11.791021,28.091393,1.935091,15.846561,11.40834,27.43594,8.432482
23.929888,1.9950414,4.43602,6.627157,27.346718,2.5575986,9.914347,20.788738
42.955734,7.906699,5.746627,10.501349,23.451082,2.5997028,4.2641516,20.788385
13.739369,2.1379042,5.38155,1.935091,14.659237,3.5169184,5.3653183,7.252189
13.739369,1.9972701,3.6621933,10.118843,14.658733,2.5454197,4.192271,4.6273637
44.38919,1.9947834,8.06505,1.9357953,37.4984,2.5451417,9.437824,20.788738
34.730766,3.9226873,4.468255,10.501349,21.344336,2.699964,4.7490816,20.788738
14.5149,2.0455823,3.8881865,7.56432,41.074448,4.3791294,14.697758,19.93824
39.16897,2.1381016,3.612834,2.7663183,18.63404,2.5452356,4.665716,20.788738
39.41961,11.7255745,28.089775,1.935091,43.565575,11.408334,27.435766,6.2106547
13.741804,3.856132,4.0026436,10.501349,14.681352,3.5549097,4.639391,6.6917033
13.739581,6.430875,10.218815,10.397436,14.663954,7.885023,6.0985737,8.496616
42.76677,2.6225214,11.812444,10.501349,43.49733,8.320745,11.21253,3.7443838
34.787056,1.9949269,6.247122,7.6546507,20.856781,2.5453124,10.302261,20.788738
44.54029,11.791021,28.091393,6.9123793,43.566837,11.40834,27.43594,20.788738
13.739369,3.9353359,3.5294714,10.501349,14.658733,5.161512,4.192271,3.080575
44.54029,11.791021,28.091393,4.673716,43.567368,11.40834,27.43594,20.785175
15.099124,10.778576,4.5327168,10.501349,15.04345,10.3517685,4.2110367,3.008788
22.372276,8.0050535,6.8842688,10.501349,30.39097,6.863664,5.191965,4.5047007
44.54029,11.791021,28.091393,1.9351225,43.533653,11.40834,27.43594,14.678727
13.739369,2.236524,4.8130665,10.501287,14.658733,2.8881116,4.1923475,7.104276
13.739369,1.9948468,3.5281658,10.500879,14.658733,2.5451455,4.192271,4.933306
44.209496,1.9947834,4.064392,1.9351087,38.811787,2.5451417,4.3778057,20.788738
13.7397585,2.0147195,4.323618,10.501201,14.65885,2.546154,4.2069807,4.3387227
44.540283,1.9947834,5.3612413,1.9350924,42.914864,2.5451417,4.222479,20.788738
44.54029,11.791021,28.091393,10.498751,19.936672,11.407122,27.435928,20.788715
13.99831,1.9948812,9.46579,4.7081566,15.487402,2.5475345,7.5745735,6.6506414
44.54029,11.791021,28.091393,10.471358,43.567375,11.40834,27.43594,20.623537
44.54029,11.791021,28.091393,1.935091,43.567345,11.40834,27.43594,16.662394
44.54008,11.79102,28.091393,1.935091,43.56737,11.40834,27.43594,3.720623
44.54029,11.790963,28.091393,1.935091,43.567375,11.40834,27.43594,10.554965
44.540276,11.791021,28.091393,10.320516,43.553783,11.40834,27.43594,20.788738
44.54029,11.790976,28.091393,1.9351039,43.56737,11.341528,27.435934,20.788738
13.739412,7.7495227,10.454815,2.0631275,14.65875,6.3584056,4.658471,7.4692535
13.739369,2.7129278,3.6551962,10.501349,14.658733,2.699768,4.192271,2.8657484
44.54029,11.791021,28.091393,3.0997577,43.567318,11.40834,27.43594,20.06656
31.44153,1.9961438,4.705907,1.9896121,43.3584,2.6142144,12.870289,6.4677267
44.54029,11.791021,28.091393,10.4914055,43.567375,11.40834,27.43594,20.788738
44.54029,6.781409,28.083208,2.3129344,43.560577,2.5451417,25.137867,20.788738
22.720623,2.029643,10.304568,1.9418464,43.52593,10.696867,26.373505,20.788727
44.54023,11.791021,28.091393,2.3289378,14.673174,11.40834,27.43594,20.788738
41.989246,1.9948077,4.936061,2.8031063,43.46338,2.815621,12.545226,20.788689
13.756913,11.290955,5.9534063,10.501349,14.659672,10.396679,4.194541,3.4544973
13.739414,2.2828016,4.880369,1.9369159,14.669917,4.238079,8.0493355,20.48714
36.19487,1.9948359,3.954936,2.415273,41.68976,2.5527072,7.407673,20.788738
13.739369,5.4493885,9.213011,10.501349,14.658733,2.5814352,4.192415,8.325988
14.503666,2.2631388,3.7850256,1.9733682,39.16221,3.2436469,9.408573,20.786549
44.538292,11.791014,26.976353,10.501349,14.703159,9.163523,4.192271,2.8612833
13.739369,2.2926178,3.834468,10.5013485,14.658733,2.6549816,4.192271,6.0629644
15.511538,11.0385,27.639526,1.9350924,43.529285,11.407364,27.42831,15.236672
13.739369,2.0891151,5.4179897,1.9401574,14.658733,2.556026,4.198449,8.311457
13.739369,3.6528368,6.2453747,2.0426126,14.658771,4.9939747,4.4785423,9.011024
14.04083,7.292661,4.9323997,10.489666,40.296295,9.30626,16.306707,4.983574
13.739369,11.787016,27.824554,1.935091,14.658733,11.403868,16.296078,7.8802204
13.739369,1.9971385,3.8827524,10.501322,14.658733,2.545158,4.192271,4.034446
13.741519,2.0300307,3.6999226,1.935091,24.199797,7.022431,12.866037,20.768408
44.442078,1.9947834,3.6066694,1.9352078,36.6797,2.5451417,4.435996,20.788738
44.540127,11.791021,28.091393,10.500963,43.302227,11.408339,27.435839,4.11947
42.43151,11.740116,26.656055,10.501349,14.65893,2.7533937,4.192271,2.8679419
22.559563,1.9947834,8.149223,1.9712696,14.661559,2.5451417,4.200548,20.784073
44.54029,11.791021,28.091393,1.9546962,43.567364,11.3881,27.43594,20.788738
27.626583,2.0498052,21.897007,1.935091,43.561672,11.062828,27.0901,8.14161
13.739937,6.9145036,3.982171,10.331732,14.701679,5.701334,4.7862015,10.121088
44.43346,11.790794,27.871574,10.501349,26.828886,11.124783,8.035046,3.3338337
13.739369,2.007546,3.7067385,1.935091,14.658733,2.5452857,4.192271,9.637981
43.224724,11.75149,28.054234,10.481349,43.413635,11.391611,27.403656,5.3387547
24.091648,6.601225,7.8972683,10.501349,32.94753,5.7550344,6.967417,4.7834415
43.592674,9.768155,11.438776,10.501349,35.134495,3.2809842,4.7641296,3.0396996
33.84942,10.686064,11.646572,10.501349,20.951385,10.994164,4.387886,3.3065453
44.54029,11.791021,28.091393,1.9353466,43.567375,11.40834,27.43594,4.899059
44.54029,11.791021,28.091393,4.5680137,43.56736,11.40834,27.43594,11.216865
13.76922,2.2710476,6.420933,10.501349,14.659353,5.104556,4.1959915,3.0897303
24.336922,1.9947853,4.3679705,2.5492842,42.740376,2.6055803,14.322576,20.788733
13.74463,2.0020475,4.848665,1.9351015,17.446175,3.6940932,8.75677,5.3655133
13.7400675,2.2059326,3.6589355,1.935164,22.945057,7.0177913,15.433628,6.49939
13.740196,2.7156749,4.477352,1.9390025,15.992265,6.81444,15.653157,5.9416394
19.816925,10.101141,20.844488,10.501349,14.658733,2.5461588,4.192271,2.8645115
43.71175,11.791021,28.091366,1.935204,43.543365,11.40834,27.435936,11.702347
44.53961,1.9947834,21.628803,1.935091,43.567345,2.547731,22.964832,20.788738
13.740495,11.791021,28.091366,1.935091,14.697303,11.40834,27.435692,9.744168
32.24552,10.842997,18.190866,10.501349,14.660087,5.907091,4.1922817,2.8712683
13.739369,2.021649,3.5377636,1.9352837,14.658733,2.5481825,4.192271,10.252255
13.868071,1.9956803,4.95333,4.0393543,18.691536,2.5603175,18.600403,20.779612
13.739369,1.994811,3.5279608,10.501346,14.658733,2.5451417,4.192271,3.4108143
28.460758,2.0315652,3.963169,10.500851,18.558716,2.6267676,4.9878407,20.788738
13.830993,2.0610762,3.6081295,1.9376087,38.301132,3.7425246,10.0914955,17.774683
13.739369,2.5095248,14.702623,10.501349,14.658733,2.5510058,4.192377,6.9639406
26.099562,11.697559,7.9040904,10.501349,15.424374,2.6115294,4.217778,20.764168
44.528587,11.7909565,28.091312,1.9350948,43.490734,11.408339,27.435764,3.9856052
14.423476,9.260521,4.6027536,10.501349,14.977582,4.076336,4.234173,16.91037
44.540268,4.080449,28.077614,1.9350953,43.56737,9.639113,27.422413,20.784431
44.531834,1.9947834,16.865026,1.935091,24.559586,2.5451417,4.6843824,20.788738
44.54029,1.9947834,6.326912,1.935091,43.504417,2.5451417,4.195922,20.788738
29.380127,1.9949455,4.5691433,10.498863,18.019438,2.5452385,5.832329,20.788738
44.540283,11.412446,27.818974,1.9587979,43.56732,7.992382,27.182617,12.702672
13.739369,4.739501,8.533382,2.450826,14.658733,3.5301394,4.2314863,9.406847
27.254467,1.9956574,3.85491,10.501221,34.526886,2.5729332,8.386377,20.788738
13.739369,2.0116744,3.8580008,10.501349,14.658733,2.5453959,4.192271,3.4860106
23.90186,1.9951372,4.162833,2.6508772,43.397896,2.8356347,16.63912,20.697887
13.965472,5.8941164,20.429512,10.501349,14.658733,2.5460486,4.192271,2.9522123
26.009611,2.0128016,3.839263,1.9386625,14.659492,2.5451427,4.2255535,20.788738
44.54029,11.791018,28.091377,1.9529448,43.56722,11.406857,27.435875,20.788677
17.698477,3.4044905,4.7629976,10.496962,43.21563,9.420297,14.772047,4.6043763
44.479675,11.708782,21.624653,10.501349,41.29451,10.963257,4.2819805,3.0633612
44.54029,11.791021,28.091393,1.9395027,43.566727,11.40834,27.43594,13.714503
25.19746,10.576801,11.158054,10.501315,34.343365,4.9088335,10.346054,5.6796765
13.739396,2.9584067,6.433673,10.501349,14.658733,2.6916938,4.192271,3.0341368
44.54029,11.791021,28.091393,1.9436207,43.567375,11.40834,27.43594,11.933074
16.09152,2.024724,5.345583,1.9361434,30.097458,2.5683117,9.818691,20.197086
44.54029,11.791021,28.091393,1.9356356,43.567375,11.40834,27.43594,5.9399166
42.85133,11.015234,7.057164,10.501349,35.02843,3.3130121,4.280058,8.551796
13.739369,3.7873735,3.9478674,1.9361305,14.658788,4.947919,4.4425945,7.5422716
13.739369,2.0399709,6.8397675,2.0644827,14.658733,2.5489154,4.192297,6.4045615
13.747842,2.5397377,4.778448,4.6187134,15.1155815,3.2032712,7.4500504,11.953486
15.528408,3.7669058,8.910295,10.501349,15.122869,3.4615006,4.5451736,3.8743038
44.54029,11.791021,28.091393,10.310059,43.567375,11.40834,27.43594,12.220335
44.54029,11.791021,28.091393,6.1977,43.56736,11.40834,27.43594,20.788738
13.751128,2.0126534,4.407629,1.9351029,26.487316,6.4981074,12.183163,5.49379
44.54029,11.791021,28.091393,1.9601789,43.567375,11.40834,27.43594,20.404297
44.54029,11.791021,28.091393,1.935091,43.567375,11.40834,27.43594,4.714851
44.54029,11.791021,28.091393,2.0807567,43.567368,11.40834,27.43594,20.788506
42.38359,10.314186,11.062653,10.501349,37.86186,6.7072444,4.817932,3.5341663
44.540283,11.791021,28.091393,1.9351101,43.567375,11.40834,27.43594,9.789772
44.54028,11.791021,28.091393,1.9355121,43.566902,11.40834,27.43594,6.6072364
13.739653,9.121087,9.582609,10.501349,14.658782,6.710131,4.2184896,6.352963
44.54029,11.791021,28.091393,3.044417,43.567135,11.408287,27.43594,20.788738
35.29893,11.790997,28.07835,4.1338778,32.106888,11.408192,27.427567,20.770283
34.66635,2.4271517,6.6072474,10.501349,19.127953,2.5869813,4.8753157,20.788513
44.54029,11.791021,28.091393,3.7128484,43.567375,11.40834,27.43594,17.14005
44.54029,11.791021,28.091393,10.501129,43.567375,11.40834,27.43594,17.382229
16.999508,3.8798342,12.045591,10.501349,14.928198,2.5921445,4.3730154,8.878656
44.54029,11.791021,28.091393,1.9549522,43.567364,11.403271,27.43594,20.788738
13.7394705,2.0364933,6.6621304,10.336087,14.658761,2.5693412,4.2218056,6.9343386
15.33779,1.994988,4.2311373,1.9355226,42.65857,2.6869879,17.860394,20.770931
39.208225,1.9948063,3.6854706,1.9437246,15.2106695,2.5451417,4.3566494,20.788738
13.739369,5.850875,4.335327,10.499029,14.658733,6.210497,4.197462,9.559259
44.54029,11.791021,28.091393,1.9363422,43.567375,11.40834,27.43594,15.050138
29.82318,8.048109,5.76291,10.50124,43.220016,10.120921,16.136606,17.555418
13.739369,11.790194,28.064793,1.935091,14.658733,11.406764,23.670055,9.958855
13.805144,2.0219073,5.587615,10.501349,14.65926,2.54735,4.194538,3.3554115
44.54029,11.791021,28.091393,7.6594977,43.566193,11.40834,27.43594,20.788738
29.31828,3.871223,5.4460344,10.501349,41.028282,8.381519,7.125849,4.708293
44.540115,11.791021,28.091393,1.9351897,43.557373,11.40834,27.43594,4.673753
44.53922,11.791013,28.079472,10.501349,34.97804,11.119115,13.471433,3.09017
44.539593,11.791021,28.091393,1.9350944,43.498016,11.40834,27.43594,11.741051
13.739426,2.3139281,7.7777176,10.501349,14.658733,2.9071732,4.1963453,4.968448
42.15214,2.5264802,23.616356,1.935091,43.542175,8.9805975,26.50127,9.158952
44.52433,11.772825,27.88919,10.501349,43.539482,11.350611,25.400917,3.825016
44.483025,11.767693,27.009438,10.501349,43.558506,11.35158,23.499702,3.172615
44.54029,11.791021,28.091385,10.501349,43.354717,11.408323,27.428358,4.158917
13.740515,2.6964025,7.33057,2.1347728,14.66958,3.9863129,6.4685307,8.331996
43.242416,11.557318,23.727299,10.501349,20.664402,11.183285,4.295476,3.0090141
13.809943,11.054977,15.761532,10.501349,14.6589575,6.5962973,4.1945868,4.580038
44.54029,11.791021,28.091393,2.0591755,43.567375,11.40834,27.43594,17.129478
43.048985,1.9947963,6.753625,1.9351244,43.425453,2.551611,6.9244194,9.734084
44.529102,11.790998,28.07669,6.2074347,14.799645,8.477959,27.041285,20.788736
44.54027,7.1246066,27.218374,1.9351392,43.56736,9.642027,27.287415,5.377056
13.739374,2.3183599,4.2624454,1.9350948,14.668112,5.7611074,8.395489,7.061008
15.442436,7.016957,8.861832,10.501349,19.088272,6.958728,7.94893,6.518433
44.54029,11.791021,28.091393,9.679205,43.567375,11.40834,27.43594,18.960848
42.728825,1.9947834,5.515128,1.939743,14.772332,2.5451417,4.321746,20.788738
13.739369,3.7937858,8.637827,1.9352121,14.658733,2.8807206,4.1943684,6.9468565
21.759874,11.776581,6.6440067,10.501349,31.694677,10.837218,6.0690603,9.101215
13.739398,3.2041392,7.15413,1.9397488,14.664727,8.49142,8.614786,7.4047265
44.54029,11.791021,28.091393,10.278105,43.567375,11.40834,27.43594,20.134518
44.53916,11.790837,28.088896,1.9905682,43.43369,11.041487,27.432426,20.788738
23.768497,1.9947915,7.007242,1.9352522,24.409092,2.5491304,12.167264,20.788738
44.54029,11.791021,28.091393,9.75973,43.567375,11.40834,27.43594,20.716972
44.233585,11.790797,28.090492,1.9350939,43.549355,11.408336,27.435896,3.9537215
13.739369,9.12937,3.7746296,10.501349,14.658733,4.433534,4.1923456,8.109024
13.907928,5.1040955,16.87688,2.0065923,43.44199,11.375023,27.323727,5.326731
44.54029,11.791021,28.091393,10.501349,43.56656,11.40834,27.43594,3.148159
16.585545,11.569214,7.088501,10.501051,27.785837,10.726073,17.907614,20.24514
13.739406,2.1486068,10.634347,10.501305,14.658738,2.5733557,4.202201,6.007257
33.03057,1.9969516,4.155183,10.501346,27.391998,2.5547338,5.0719576,20.788738
14.945384,4.586912,3.7033386,10.501196,29.48495,7.724578,5.105962,20.788738
15.308012,11.791021,28.091387,1.9350934,15.01654,11.40834,27.435905,7.798993
44.207962,2.000846,26.016323,1.9351883,43.493576,2.7790465,25.169586,20.787458
22.110622,2.899864,10.152971,10.501349,37.346626,4.0815706,11.47929,4.1346707
19.09906,2.6537814,5.982583,10.501349,25.123226,3.1258457,4.6996965,11.94745
44.54029,11.791021,28.091393,2.9273617,43.567307,11.40834,27.43594,15.590826
44.54029,11.55351,28.09105,5.7331314,43.567375,11.347787,27.435041,12.544915
13.739369,2.948154,4.756976,1.947052,14.658733,3.462352,4.2255363,11.123276
44.54029,11.791021,28.091393,10.367369,43.56643,11.40834,27.43594,20.785482
43.980488,1.9948149,6.2480116,2.6204932,43.563946,2.737709,14.658669,3.282401
44.54029,11.791021,28.091393,10.501347,43.45774,11.40834,27.43594,8.120663
44.22296,1.9947834,8.984833,1.9350986,43.514977,2.5454936,7.8852806,20.788738
22.697454,1.9962492,4.038353,1.9505196,18.127707,2.5476723,5.7688036,20.788738
17.047525,2.6698675,4.7262506,10.497604,40.831226,4.3987846,13.136265,4.502736
14.903152,2.515842,3.594203,10.467245,42.16205,5.656641,6.5338907,20.757256
44.54029,11.791021,28.091393,10.192269,43.567375,11.40834,27.43594,20.788734
31.019415,2.151023,10.327127,10.501349,17.826313,2.7000656,4.493868,16.405403
44.54029,11.791021,28.091393,5.2551527,43.56725,11.40834,27.43594,5.8319974
43.72667,11.791019,28.090849,1.9723496,41.1512,11.408314,27.43557,5.010561
44.531258,11.791021,28.091244,10.501349,42.36745,11.408339,27.43383,3.3030329
13.741267,10.529273,24.647102,1.935091,14.658795,10.51813,5.1946335,13.750044
13.742811,5.219637,5.5810204,10.501013,14.672023,5.204776,4.645892,5.856416
25.753906,1.9950528,6.508953,10.499735,16.885414,2.5471487,9.506139,20.788738
44.449203,11.789736,28.087696,9.938993,43.56671,11.408319,27.435753,4.4552293
44.53959,11.791021,28.091393,10.2736,41.943413,11.40834,27.43594,7.5949965
13.84545,1.9949203,7.388982,1.935091,27.302515,2.5802999,10.541166,3.8947434
44.5399,1.9947834,4.068679,1.935091,43.556637,2.5451417,4.5646486,20.788738
18.71516,1.9957352,6.1730843,4.039049,30.183247,2.5612116,13.0725,7.7295175
16.886469,10.58878,14.095184,10.495472,40.62913,10.761401,23.476166,4.578301
44.535015,11.77664,27.891006,10.501349,36.996803,8.036631,5.9813833,3.181034
38.326008,2.0089216,4.147311,10.500485,22.323135,2.5452166,4.9317093,20.788738
44.54029,11.552752,28.091324,1.935091,43.567326,11.329347,27.43541,20.779095
14.699594,11.791021,28.091373,1.9369922,14.659126,11.408336,27.431623,9.18605
21.449804,1.9954252,9.399897,10.501268,15.060963,2.5451655,5.166806,18.43079
44.1812,5.971486,16.426174,10.501221,43.542534,11.030569,25.578545,3.3843584
16.176561,11.790859,28.091011,1.935091,41.656445,11.40834,27.435862,5.7494574
13.739369,2.748178,5.4153337,10.501349,14.658733,2.5636144,4.192334,8.205656
44.54029,11.791021,28.091393,6.306584,43.567375,11.40834,27.43594,20.11988
44.54029,11.791021,28.091393,2.0152144,43.567375,11.40834,27.43594,20.787739
44.54029,11.791021,28.091393,4.97571,43.567375,11.40834,27.43594,20.786186
44.54029,11.791021,28.091393,1.9354692,43.566895,11.40834,27.43594,20.788738
38.41982,11.791021,28.091393,1.935091,39.044872,11.40834,27.43594,6.7416544
44.54029,11.791021,28.091393,2.1043987,43.567375,11.40834,27.43594,12.808982
13.741091,2.2990298,5.7720213,10.36998,14.778149,4.632636,10.864792,4.7528534
14.04496,7.869605,18.370314,10.501349,14.952886,8.364553,7.562625,6.4117546
20.815681,9.47676,22.612072,10.501349,14.669367,4.2267795,4.213726,3.3788862
13.739432,5.7869925,6.58984,10.501349,14.658733,3.486041,4.192271,3.032405
13.739369,2.2958279,4.4074144,9.688241,14.658733,2.5708036,4.1923685,6.592383
44.54029,11.791014,28.091393,1.9456105,43.567375,9.949533,27.43594,20.788738
13.854435,11.790736,28.085564,1.9350944,18.514862,11.40831,27.430443,8.810302
44.54029,11.791021,28.091393,2.408411,43.56736,11.40834,27.43594,20.744864
42.406128,8.845918,11.8124,10.501349,15.527487,6.6518354,4.1984587,3.08846
44.54029,11.791021,28.091393,1.938241,43.567375,11.40834,27.43594,20.787193
14.965563,4.0973005,5.742852,6.44689,43.472946,11.10375,24.858488,20.729998
13.739369,3.8181965,14.507107,10.275726,14.658733,2.7606578,4.229102,9.422861
13.758497,11.771637,27.87917,1.935091,31.21449,11.408308,27.423828,20.429457
24.447224,4.7514114,4.3308706,10.501349,32.0488,3.420598,5.1975365,5.5915995
14.134318,7.125262,19.003859,10.501349,14.659131,3.4625306,4.194072,4.89536
13.804905,1.9947877,8.103479,2.0102272,14.663765,2.5451488,4.540635,20.76326
44.54029,11.791021,28.091393,10.317525,43.566338,11.40834,27.43594,11.497755
44.53897,1.9958091,27.887638,1.9350924,43.56258,2.697003,25.689756,20.788738
19.593582,6.6186357,27.526463,1.935091,43.561943,11.40816,27.426504,5.7796464
14.139712,1.996181,4.2786484,2.2857745,26.314594,2.725031,17.228735,20.788734
13.739369,3.0823746,4.372862,1.9411159,14.664184,6.548967,8.294013,7.4486737
44.54023,11.791021,28.091393,2.0689263,43.567375,11.40834,27.43594,3.4005394
44.54029,11.791021,28.091393,2.089448,43.56737,11.40834,27.43594,7.5077496
40.479218,2.4573832,4.2620687,10.501349,42.569145,6.3412533,7.299139,20.787777
13.739382,9.379578,10.367493,10.501347,14.658738,5.82981,4.224927,8.593953
25.973541,11.791021,28.091238,1.9355445,15.369869,11.408335,27.435251,5.9983263
13.856604,3.5677414,15.970409,10.5013275,14.837143,4.8853207,6.2357235,4.9484797
13.756483,2.2988172,3.828331,10.501349,14.658733,2.5721622,4.192271,2.8656168
21.872952,6.2072845,10.902832,1.9357839,42.14632,10.044252,23.045021,20.78632
43.406696,2.1591558,9.40691,10.501349,43.289783,3.6711476,11.9779825,4.833193
44.54029,11.791021,28.091393,1.947134,43.563084,11.40834,27.43594,8.999972
39.816143,11.791021,28.091393,1.9353824,31.272814,11.40834,27.43594,6.887384
44.540276,3.4359312,8.399737,1.9892349,42.432713,2.5451417,4.369735,20.788738
14.255018,2.086245,8.262844,10.501341,14.688675,2.6202235,4.540183,3.9490142
14.446956,2.1187873,3.89987,4.8775334,25.514645,2.5950127,6.529214,20.642097
43.78854,11.789494,28.061909,1.9858484,43.554405,11.404273,27.432789,17.151909
44.394306,2.003149,11.170651,1.9359522,40.140327,2.54564,15.454942,20.788738
44.54029,11.791021,28.091393,1.9365792,43.567368,11.40834,27.43594,6.7150874
14.141534,3.948118,24.365345,1.935091,43.481747,11.403027,27.17494,7.266043
